src	tgt	src_lang	tgt_lang	tag	source_file
tien	donnes	en	fr	homophone	en_fr_homophones_iterative.csv
seis	disses	en	fr	homophone	en_fr_homophones_iterative.csv
fehn	fonte	en	fr	homophone	en_fr_homophones_iterative.csv
naught	penses	en	fr	homophone	en_fr_homophones_iterative.csv
seis	visent	en	fr	homophone	en_fr_homophones_iterative.csv
knot	bette	en	fr	homophone	en_fr_homophones_iterative.csv
saas	cette	en	fr	homophone	en_fr_homophones_iterative.csv
bea	ni	en	fr	homophone	en_fr_homophones_iterative.csv
cech	donne	en	fr	homophone	en_fr_homophones_iterative.csv
peay	nids	en	fr	homophone	en_fr_homophones_iterative.csv
sot	sets	en	fr	homophone	en_fr_homophones_iterative.csv
baugh	temps	en	fr	homophone	en_fr_homophones_iterative.csv
bah	nom	en	fr	homophone	en_fr_homophones_iterative.csv
pep	bête	en	fr	homophone	en_fr_homophones_iterative.csv
coop	book	en	fr	homophone	en_fr_homophones_iterative.csv
schou	jougs	en	fr	homophone	en_fr_homophones_iterative.csv
fen	tontes	en	fr	homophone	en_fr_homophones_iterative.csv
vet	teintes	en	fr	homophone	en_fr_homophones_iterative.csv
talk	bangs	en	fr	homophone	en_fr_homophones_iterative.csv
petey	kiwi	en	fr	homophone	en_fr_homophones_iterative.csv
kett	campent	en	fr	homophone	en_fr_homophones_iterative.csv
todd	ceinte	en	fr	homophone	en_fr_homophones_iterative.csv
tot	pèzes	en	fr	homophone	en_fr_homophones_iterative.csv
bawd	bof	en	fr	homophone	en_fr_homophones_iterative.csv
potty	bondies	en	fr	homophone	en_fr_homophones_iterative.csv
fenn	cet	en	fr	homophone	en_fr_homophones_iterative.csv
pesce	botte	en	fr	homophone	en_fr_homophones_iterative.csv
knot	peine	en	fr	homophone	en_fr_homophones_iterative.csv
dease	tweed	en	fr	homophone	en_fr_homophones_iterative.csv
seem	dîmes	en	fr	homophone	en_fr_homophones_iterative.csv
pesch	pochent	en	fr	homophone	en_fr_homophones_iterative.csv
beebe	pipis	en	fr	homophone	en_fr_homophones_iterative.csv
nett	benne	en	fr	homophone	en_fr_homophones_iterative.csv
fie	vît	en	fr	homophone	en_fr_homophones_iterative.csv
top	phone	en	fr	homophone	en_fr_homophones_iterative.csv
tet	oued	en	fr	homophone	en_fr_homophones_iterative.csv
pee	n'y	en	fr	homophone	en_fr_homophones_iterative.csv
pot	tombent	en	fr	homophone	en_fr_homophones_iterative.csv
knous	pentes	en	fr	homophone	en_fr_homophones_iterative.csv
behn	pètent	en	fr	homophone	en_fr_homophones_iterative.csv
cep	votes	en	fr	homophone	en_fr_homophones_iterative.csv
fauss	tende	en	fr	homophone	en_fr_homophones_iterative.csv
talk	notes	en	fr	homophone	en_fr_homophones_iterative.csv
sen	tienne	en	fr	homophone	en_fr_homophones_iterative.csv
nauss	ponce	en	fr	homophone	en_fr_homophones_iterative.csv
pooh	putsch	en	fr	homophone	en_fr_homophones_iterative.csv
two	fou	en	fr	homophone	en_fr_homophones_iterative.csv
tot	pennes	en	fr	homophone	en_fr_homophones_iterative.csv
knot	maintes	en	fr	homophone	en_fr_homophones_iterative.csv
tete	veinent	en	fr	homophone	en_fr_homophones_iterative.csv
pot	pendent	en	fr	homophone	en_fr_homophones_iterative.csv
talk	coke	en	fr	homophone	en_fr_homophones_iterative.csv
veen	sites	en	fr	homophone	en_fr_homophones_iterative.csv
seck	socques	en	fr	homophone	en_fr_homophones_iterative.csv
paup	coque	en	fr	homophone	en_fr_homophones_iterative.csv
nett	conque	en	fr	homophone	en_fr_homophones_iterative.csv
beek	type	en	fr	homophone	en_fr_homophones_iterative.csv
noss	pente	en	fr	homophone	en_fr_homophones_iterative.csv
pa	noms	en	fr	homophone	en_fr_homophones_iterative.csv
kess	bettes	en	fr	homophone	en_fr_homophones_iterative.csv
phu	sous	en	fr	homophone	en_fr_homophones_iterative.csv
keefe	tite	en	fr	homophone	en_fr_homophones_iterative.csv
pez	tinssent	en	fr	homophone	en_fr_homophones_iterative.csv
pez	nymphes	en	fr	homophone	en_fr_homophones_iterative.csv
fought	veinent	en	fr	homophone	en_fr_homophones_iterative.csv
tek	fonte	en	fr	homophone	en_fr_homophones_iterative.csv
fehn	scènes	en	fr	homophone	en_fr_homophones_iterative.csv
es	inde	en	fr	homophone	en_fr_homophones_iterative.csv
om	n	en	fr	homophone	en_fr_homophones_iterative.csv
pee	nids	en	fr	homophone	en_fr_homophones_iterative.csv
nett	tiennes	en	fr	homophone	en_fr_homophones_iterative.csv
pod	tendent	en	fr	homophone	en_fr_homophones_iterative.csv
tot	cèpes	en	fr	homophone	en_fr_homophones_iterative.csv
met	motte	en	fr	homophone	en_fr_homophones_iterative.csv
ca	tant	en	fr	homophone	en_fr_homophones_iterative.csv
vette	focs	en	fr	homophone	en_fr_homophones_iterative.csv
baughn	banque	en	fr	homophone	en_fr_homophones_iterative.csv
meece	misent	en	fr	homophone	en_fr_homophones_iterative.csv
deas	disse	en	fr	homophone	en_fr_homophones_iterative.csv
beef	bitte	en	fr	homophone	en_fr_homophones_iterative.csv
vaugh	fond	en	fr	homophone	en_fr_homophones_iterative.csv
khoo	touts	en	fr	homophone	en_fr_homophones_iterative.csv
sec	tiennes	en	fr	homophone	en_fr_homophones_iterative.csv
bein	tite	en	fr	homophone	en_fr_homophones_iterative.csv
taube	votes	en	fr	homophone	en_fr_homophones_iterative.csv
falk	scènes	en	fr	homophone	en_fr_homophones_iterative.csv
sen	sotte	en	fr	homophone	en_fr_homophones_iterative.csv
sought	cet	en	fr	homophone	en_fr_homophones_iterative.csv
nett	messe	en	fr	homophone	en_fr_homophones_iterative.csv
pease	pive	en	fr	homophone	en_fr_homophones_iterative.csv
senn	tek	en	fr	homophone	en_fr_homophones_iterative.csv
tod	bottes	en	fr	homophone	en_fr_homophones_iterative.csv
top	secs	en	fr	homophone	en_fr_homophones_iterative.csv
beine	piques	en	fr	homophone	en_fr_homophones_iterative.csv
top	bote	en	fr	homophone	en_fr_homophones_iterative.csv
topp	conque	en	fr	homophone	en_fr_homophones_iterative.csv
bett	bossent	en	fr	homophone	en_fr_homophones_iterative.csv
tee	ni	en	fr	homophone	en_fr_homophones_iterative.csv
tek	bottent	en	fr	homophone	en_fr_homophones_iterative.csv
naught	teck	en	fr	homophone	en_fr_homophones_iterative.csv
piece	kit	en	fr	homophone	en_fr_homophones_iterative.csv
sikh	citent	en	fr	homophone	en_fr_homophones_iterative.csv
saw	ce	en	fr	homophone	en_fr_homophones_iterative.csv
bot	bec	en	fr	homophone	en_fr_homophones_iterative.csv
bach	tombe	en	fr	homophone	en_fr_homophones_iterative.csv
penn	notent	en	fr	homophone	en_fr_homophones_iterative.csv
maese	mise	en	fr	homophone	en_fr_homophones_iterative.csv
veen	dîtes	en	fr	homophone	en_fr_homophones_iterative.csv
meet	nippes	en	fr	homophone	en_fr_homophones_iterative.csv
naught	ponde	en	fr	homophone	en_fr_homophones_iterative.csv
bah	camp	en	fr	homophone	en_fr_homophones_iterative.csv
webb	tinte	en	fr	homophone	en_fr_homophones_iterative.csv
khuu	nouent	en	fr	homophone	en_fr_homophones_iterative.csv
mien	miment	en	fr	homophone	en_fr_homophones_iterative.csv
pees	quitte	en	fr	homophone	en_fr_homophones_iterative.csv
baun	pommes	en	fr	homophone	en_fr_homophones_iterative.csv
tock	saines	en	fr	homophone	en_fr_homophones_iterative.csv
bet	cosse	en	fr	homophone	en_fr_homophones_iterative.csv
faughn	tiennes	en	fr	homophone	en_fr_homophones_iterative.csv
vet	tendent	en	fr	homophone	en_fr_homophones_iterative.csv
doss	fez	en	fr	homophone	en_fr_homophones_iterative.csv
tete	veine	en	fr	homophone	en_fr_homophones_iterative.csv
koppe	pentes	en	fr	homophone	en_fr_homophones_iterative.csv
calk	teintes	en	fr	homophone	en_fr_homophones_iterative.csv
tod	fendent	en	fr	homophone	en_fr_homophones_iterative.csv
to	putschs	en	fr	homophone	en_fr_homophones_iterative.csv
taut	bangs	en	fr	homophone	en_fr_homophones_iterative.csv
wehde	fonce	en	fr	homophone	en_fr_homophones_iterative.csv
tek	campe	en	fr	homophone	en_fr_homophones_iterative.csv
saud	dindes	en	fr	homophone	en_fr_homophones_iterative.csv
fett	vantent	en	fr	homophone	en_fr_homophones_iterative.csv
vought	phones	en	fr	homophone	en_fr_homophones_iterative.csv
beet	bides	en	fr	homophone	en_fr_homophones_iterative.csv
coss	pèze	en	fr	homophone	en_fr_homophones_iterative.csv
toot	boucs	en	fr	homophone	en_fr_homophones_iterative.csv
suitt	voûtes	en	fr	homophone	en_fr_homophones_iterative.csv
knot	bonde	en	fr	homophone	en_fr_homophones_iterative.csv
fawn	tank	en	fr	homophone	en_fr_homophones_iterative.csv
paugh	nom	en	fr	homophone	en_fr_homophones_iterative.csv
mease	misse	en	fr	homophone	en_fr_homophones_iterative.csv
phen	sommes	en	fr	homophone	en_fr_homophones_iterative.csv
seem	seine	en	fr	homophone	en_fr_homophones_iterative.csv
thuy	vouent	en	fr	homophone	en_fr_homophones_iterative.csv
czech	chocs	en	fr	homophone	en_fr_homophones_iterative.csv
tete	pansent	en	fr	homophone	en_fr_homophones_iterative.csv
meis	miss	en	fr	homophone	en_fr_homophones_iterative.csv
talk	senne	en	fr	homophone	en_fr_homophones_iterative.csv
bot	pompent	en	fr	homophone	en_fr_homophones_iterative.csv
doose	soutes	en	fr	homophone	en_fr_homophones_iterative.csv
teet	pissent	en	fr	homophone	en_fr_homophones_iterative.csv
knott	tètent	en	fr	homophone	en_fr_homophones_iterative.csv
vet	fende	en	fr	homophone	en_fr_homophones_iterative.csv
maack	mecs	en	fr	homophone	en_fr_homophones_iterative.csv
kalk	tentent	en	fr	homophone	en_fr_homophones_iterative.csv
pot	tantes	en	fr	homophone	en_fr_homophones_iterative.csv
scene	sic	en	fr	homophone	en_fr_homophones_iterative.csv
vought	toque	en	fr	homophone	en_fr_homophones_iterative.csv
tete	becs	en	fr	homophone	en_fr_homophones_iterative.csv
pique	quittent	en	fr	homophone	en_fr_homophones_iterative.csv
yen	chèque	en	fr	homophone	en_fr_homophones_iterative.csv
odd	ève	en	fr	homophone	en_fr_homophones_iterative.csv
bong	tocs	en	fr	homophone	en_fr_homophones_iterative.csv
beck	bang	en	fr	homophone	en_fr_homophones_iterative.csv
paup	quête	en	fr	homophone	en_fr_homophones_iterative.csv
taut	notes	en	fr	homophone	en_fr_homophones_iterative.csv
net	pennes	en	fr	homophone	en_fr_homophones_iterative.csv
falk	sec	en	fr	homophone	en_fr_homophones_iterative.csv
bess	pentes	en	fr	homophone	en_fr_homophones_iterative.csv
wedd	fès	en	fr	homophone	en_fr_homophones_iterative.csv
sot	cet	en	fr	homophone	en_fr_homophones_iterative.csv
beas	pissent	en	fr	homophone	en_fr_homophones_iterative.csv
deem	cime	en	fr	homophone	en_fr_homophones_iterative.csv
vought	tombes	en	fr	homophone	en_fr_homophones_iterative.csv
tete	pintes	en	fr	homophone	en_fr_homophones_iterative.csv
taube	pente	en	fr	homophone	en_fr_homophones_iterative.csv
paw	tans	en	fr	homophone	en_fr_homophones_iterative.csv
taut	coke	en	fr	homophone	en_fr_homophones_iterative.csv
koss	bettes	en	fr	homophone	en_fr_homophones_iterative.csv
venne	sept	en	fr	homophone	en_fr_homophones_iterative.csv
pott	tente	en	fr	homophone	en_fr_homophones_iterative.csv
pooch	noues	en	fr	homophone	en_fr_homophones_iterative.csv
keitt	pives	en	fr	homophone	en_fr_homophones_iterative.csv
pott	pêne	en	fr	homophone	en_fr_homophones_iterative.csv
tot	cinq	en	fr	homophone	en_fr_homophones_iterative.csv
ben	bonn	en	fr	homophone	en_fr_homophones_iterative.csv
tet	botte	en	fr	homophone	en_fr_homophones_iterative.csv
sen	vaine	en	fr	homophone	en_fr_homophones_iterative.csv
paup	toques	en	fr	homophone	en_fr_homophones_iterative.csv
boch	tente	en	fr	homophone	en_fr_homophones_iterative.csv
tien	tecks	en	fr	homophone	en_fr_homophones_iterative.csv
boch	pêne	en	fr	homophone	en_fr_homophones_iterative.csv
taught	toc	en	fr	homophone	en_fr_homophones_iterative.csv
vet	feintes	en	fr	homophone	en_fr_homophones_iterative.csv
penh	pinte	en	fr	homophone	en_fr_homophones_iterative.csv
bec	tente	en	fr	homophone	en_fr_homophones_iterative.csv
jeanne	jeep	en	fr	homophone	en_fr_homophones_iterative.csv
bec	pêne	en	fr	homophone	en_fr_homophones_iterative.csv
sawed	fendent	en	fr	homophone	en_fr_homophones_iterative.csv
sa	tan	en	fr	homophone	en_fr_homophones_iterative.csv
bah	noms	en	fr	homophone	en_fr_homophones_iterative.csv
ev	os	en	fr	homophone	en_fr_homophones_iterative.csv
kook	coupes	en	fr	homophone	en_fr_homophones_iterative.csv
tek	ventes	en	fr	homophone	en_fr_homophones_iterative.csv
koos	pouffe	en	fr	homophone	en_fr_homophones_iterative.csv
noss	peintes	en	fr	homophone	en_fr_homophones_iterative.csv
bees	kit	en	fr	homophone	en_fr_homophones_iterative.csv
teet	bises	en	fr	homophone	en_fr_homophones_iterative.csv
faught	tinssent	en	fr	homophone	en_fr_homophones_iterative.csv
tock	net	en	fr	homophone	en_fr_homophones_iterative.csv
szczech	chantent	en	fr	homophone	en_fr_homophones_iterative.csv
faught	vinssent	en	fr	homophone	en_fr_homophones_iterative.csv
mok	monte	en	fr	homophone	en_fr_homophones_iterative.csv
baugh	con	en	fr	homophone	en_fr_homophones_iterative.csv
vien	sites	en	fr	homophone	en_fr_homophones_iterative.csv
kett	nefs	en	fr	homophone	en_fr_homophones_iterative.csv
beet	biffent	en	fr	homophone	en_fr_homophones_iterative.csv
paek	tite	en	fr	homophone	en_fr_homophones_iterative.csv
pod	bêtes	en	fr	homophone	en_fr_homophones_iterative.csv
kett	penses	en	fr	homophone	en_fr_homophones_iterative.csv
biehn	piquent	en	fr	homophone	en_fr_homophones_iterative.csv
salk	vîntes	en	fr	homophone	en_fr_homophones_iterative.csv
senn	veinent	en	fr	homophone	en_fr_homophones_iterative.csv
saas	denses	en	fr	homophone	en_fr_homophones_iterative.csv
cep	vantent	en	fr	homophone	en_fr_homophones_iterative.csv
ke	tant	en	fr	homophone	en_fr_homophones_iterative.csv
bet	bote	en	fr	homophone	en_fr_homophones_iterative.csv
met	menthes	en	fr	homophone	en_fr_homophones_iterative.csv
seck	sets	en	fr	homophone	en_fr_homophones_iterative.csv
net	pense	en	fr	homophone	en_fr_homophones_iterative.csv
teck	quinte	en	fr	homophone	en_fr_homophones_iterative.csv
fahd	dansent	en	fr	homophone	en_fr_homophones_iterative.csv
benne	pente	en	fr	homophone	en_fr_homophones_iterative.csv
tec	tentent	en	fr	homophone	en_fr_homophones_iterative.csv
sikh	tiquent	en	fr	homophone	en_fr_homophones_iterative.csv
todd	sonde	en	fr	homophone	en_fr_homophones_iterative.csv
pep	pintes	en	fr	homophone	en_fr_homophones_iterative.csv
sikh	fine	en	fr	homophone	en_fr_homophones_iterative.csv
voght	saintes	en	fr	homophone	en_fr_homophones_iterative.csv
baun	peines	en	fr	homophone	en_fr_homophones_iterative.csv
paup	bette	en	fr	homophone	en_fr_homophones_iterative.csv
baek	tempes	en	fr	homophone	en_fr_homophones_iterative.csv
baun	teck	en	fr	homophone	en_fr_homophones_iterative.csv
daum	faine	en	fr	homophone	en_fr_homophones_iterative.csv
booed	toute	en	fr	homophone	en_fr_homophones_iterative.csv
zen	dom	en	fr	homophone	en_fr_homophones_iterative.csv
baughn	pentes	en	fr	homophone	en_fr_homophones_iterative.csv
taught	conques	en	fr	homophone	en_fr_homophones_iterative.csv
vees	cid	en	fr	homophone	en_fr_homophones_iterative.csv
cease	dix	en	fr	homophone	en_fr_homophones_iterative.csv
wedd	vîntes	en	fr	homophone	en_fr_homophones_iterative.csv
taught	cède	en	fr	homophone	en_fr_homophones_iterative.csv
toote	voûtent	en	fr	homophone	en_fr_homophones_iterative.csv
knott	toc	en	fr	homophone	en_fr_homophones_iterative.csv
motte	notes	en	fr	homophone	en_fr_homophones_iterative.csv
fess	tentes	en	fr	homophone	en_fr_homophones_iterative.csv
vien	dîtes	en	fr	homophone	en_fr_homophones_iterative.csv
boo	pou	en	fr	homophone	en_fr_homophones_iterative.csv
sea	fient	en	fr	homophone	en_fr_homophones_iterative.csv
says	vinsses	en	fr	homophone	en_fr_homophones_iterative.csv
temme	somment	en	fr	homophone	en_fr_homophones_iterative.csv
baugh	ban	en	fr	homophone	en_fr_homophones_iterative.csv
fob	sottes	en	fr	homophone	en_fr_homophones_iterative.csv
taut	senne	en	fr	homophone	en_fr_homophones_iterative.csv
set	fèces	en	fr	homophone	en_fr_homophones_iterative.csv
vaught	phoques	en	fr	homophone	en_fr_homophones_iterative.csv
em	homme	en	fr	homophone	en_fr_homophones_iterative.csv
fett	tinsses	en	fr	homophone	en_fr_homophones_iterative.csv
tock	pètent	en	fr	homophone	en_fr_homophones_iterative.csv
taube	vantent	en	fr	homophone	en_fr_homophones_iterative.csv
tech	peinte	en	fr	homophone	en_fr_homophones_iterative.csv
teak	pics	en	fr	homophone	en_fr_homophones_iterative.csv
bes	kif	en	fr	homophone	en_fr_homophones_iterative.csv
ta	ban	en	fr	homophone	en_fr_homophones_iterative.csv
bock	cake	en	fr	homophone	en_fr_homophones_iterative.csv
fett	seine	en	fr	homophone	en_fr_homophones_iterative.csv
tec	set	en	fr	homophone	en_fr_homophones_iterative.csv
et	anse	en	fr	homophone	en_fr_homophones_iterative.csv
sease	dises	en	fr	homophone	en_fr_homophones_iterative.csv
coup	tous	en	fr	homophone	en_fr_homophones_iterative.csv
seis	disent	en	fr	homophone	en_fr_homophones_iterative.csv
kniep	binent	en	fr	homophone	en_fr_homophones_iterative.csv
deet	sites	en	fr	homophone	en_fr_homophones_iterative.csv
bein	type	en	fr	homophone	en_fr_homophones_iterative.csv
moch	menthes	en	fr	homophone	en_fr_homophones_iterative.csv
fehn	teinte	en	fr	homophone	en_fr_homophones_iterative.csv
pot	tende	en	fr	homophone	en_fr_homophones_iterative.csv
senn	veine	en	fr	homophone	en_fr_homophones_iterative.csv
set	fesses	en	fr	homophone	en_fr_homophones_iterative.csv
beane	types	en	fr	homophone	en_fr_homophones_iterative.csv
noss	tinsses	en	fr	homophone	en_fr_homophones_iterative.csv
tosh	coches	en	fr	homophone	en_fr_homophones_iterative.csv
veen	cites	en	fr	homophone	en_fr_homophones_iterative.csv
baade	tente	en	fr	homophone	en_fr_homophones_iterative.csv
tese	bitte	en	fr	homophone	en_fr_homophones_iterative.csv
penn	tank	en	fr	homophone	en_fr_homophones_iterative.csv
pot	tecks	en	fr	homophone	en_fr_homophones_iterative.csv
pez	peintes	en	fr	homophone	en_fr_homophones_iterative.csv
tot	bang	en	fr	homophone	en_fr_homophones_iterative.csv
paw	quais	en	fr	homophone	en_fr_homophones_iterative.csv
taube	peintes	en	fr	homophone	en_fr_homophones_iterative.csv
falk	teinte	en	fr	homophone	en_fr_homophones_iterative.csv
teat	types	en	fr	homophone	en_fr_homophones_iterative.csv
web	fonte	en	fr	homophone	en_fr_homophones_iterative.csv
voght	fesses	en	fr	homophone	en_fr_homophones_iterative.csv
bong	bennes	en	fr	homophone	en_fr_homophones_iterative.csv
kett	peines	en	fr	homophone	en_fr_homophones_iterative.csv
not	tinsse	en	fr	homophone	en_fr_homophones_iterative.csv
neff	tinsse	en	fr	homophone	en_fr_homophones_iterative.csv
do	soûls	en	fr	homophone	en_fr_homophones_iterative.csv
kett	teck	en	fr	homophone	en_fr_homophones_iterative.csv
bong	bonn	en	fr	homophone	en_fr_homophones_iterative.csv
vette	scinde	en	fr	homophone	en_fr_homophones_iterative.csv
sepp	fonte	en	fr	homophone	en_fr_homophones_iterative.csv
tot	pincent	en	fr	homophone	en_fr_homophones_iterative.csv
keeffe	tweed	en	fr	homophone	en_fr_homophones_iterative.csv
paugh	noms	en	fr	homophone	en_fr_homophones_iterative.csv
keech	pi	en	fr	homophone	en_fr_homophones_iterative.csv
kett	ponde	en	fr	homophone	en_fr_homophones_iterative.csv
stec	steppe	en	fr	homophone	en_fr_homophones_iterative.csv
tech	popes	en	fr	homophone	en_fr_homophones_iterative.csv
keck	tank	en	fr	homophone	en_fr_homophones_iterative.csv
nott	tanks	en	fr	homophone	en_fr_homophones_iterative.csv
vette	scène	en	fr	homophone	en_fr_homophones_iterative.csv
puche	boue	en	fr	homophone	en_fr_homophones_iterative.csv
baack	popes	en	fr	homophone	en_fr_homophones_iterative.csv
taught	donne	en	fr	homophone	en_fr_homophones_iterative.csv
fought	fen	en	fr	homophone	en_fr_homophones_iterative.csv
falke	saines	en	fr	homophone	en_fr_homophones_iterative.csv
not	mince	en	fr	homophone	en_fr_homophones_iterative.csv
paw	temps	en	fr	homophone	en_fr_homophones_iterative.csv
chic	chipent	en	fr	homophone	en_fr_homophones_iterative.csv
seek	tip	en	fr	homophone	en_fr_homophones_iterative.csv
sea's	citent	en	fr	homophone	en_fr_homophones_iterative.csv
sheck	hyène	en	fr	homophone	en_fr_homophones_iterative.csv
dead	ventent	en	fr	homophone	en_fr_homophones_iterative.csv
sioux	voue	en	fr	homophone	en_fr_homophones_iterative.csv
top	saine	en	fr	homophone	en_fr_homophones_iterative.csv
knauss	tonte	en	fr	homophone	en_fr_homophones_iterative.csv
teck	donnent	en	fr	homophone	en_fr_homophones_iterative.csv
sease	dissent	en	fr	homophone	en_fr_homophones_iterative.csv
kopp	banque	en	fr	homophone	en_fr_homophones_iterative.csv
suh	cents	en	fr	homophone	en_fr_homophones_iterative.csv
men	mentes	en	fr	homophone	en_fr_homophones_iterative.csv
pooch	coup	en	fr	homophone	en_fr_homophones_iterative.csv
pot	pondes	en	fr	homophone	en_fr_homophones_iterative.csv
gene	chiques	en	fr	homophone	en_fr_homophones_iterative.csv
kalk	cake	en	fr	homophone	en_fr_homophones_iterative.csv
dead	vinsse	en	fr	homophone	en_fr_homophones_iterative.csv
fess	fontes	en	fr	homophone	en_fr_homophones_iterative.csv
fought	dense	en	fr	homophone	en_fr_homophones_iterative.csv
toote	boudes	en	fr	homophone	en_fr_homophones_iterative.csv
cep	seine	en	fr	homophone	en_fr_homophones_iterative.csv
tod	pense	en	fr	homophone	en_fr_homophones_iterative.csv
taube	coq	en	fr	homophone	en_fr_homophones_iterative.csv
aud	anse	en	fr	homophone	en_fr_homophones_iterative.csv
bok	tempes	en	fr	homophone	en_fr_homophones_iterative.csv
beet	pipes	en	fr	homophone	en_fr_homophones_iterative.csv
maack	maintes	en	fr	homophone	en_fr_homophones_iterative.csv
calk	bêtes	en	fr	homophone	en_fr_homophones_iterative.csv
tess	bof	en	fr	homophone	en_fr_homophones_iterative.csv
tuite	souques	en	fr	homophone	en_fr_homophones_iterative.csv
teck	peinte	en	fr	homophone	en_fr_homophones_iterative.csv
dean	dite	en	fr	homophone	en_fr_homophones_iterative.csv
zepp	ceps	en	fr	homophone	en_fr_homophones_iterative.csv
debt	fêtent	en	fr	homophone	en_fr_homophones_iterative.csv
not	note	en	fr	homophone	en_fr_homophones_iterative.csv
seck	cet	en	fr	homophone	en_fr_homophones_iterative.csv
fenn	socs	en	fr	homophone	en_fr_homophones_iterative.csv
c	vies	en	fr	homophone	en_fr_homophones_iterative.csv
keech	bis	en	fr	homophone	en_fr_homophones_iterative.csv
debt	tempe	en	fr	homophone	en_fr_homophones_iterative.csv
behn	bottent	en	fr	homophone	en_fr_homophones_iterative.csv
tese	dise	en	fr	homophone	en_fr_homophones_iterative.csv
vees	dises	en	fr	homophone	en_fr_homophones_iterative.csv
chek	êtes	en	fr	homophone	en_fr_homophones_iterative.csv
noss	mode	en	fr	homophone	en_fr_homophones_iterative.csv
seese	vises	en	fr	homophone	en_fr_homophones_iterative.csv
fehn	ceintes	en	fr	homophone	en_fr_homophones_iterative.csv
senne	vaines	en	fr	homophone	en_fr_homophones_iterative.csv
kett	peine	en	fr	homophone	en_fr_homophones_iterative.csv
not	bosses	en	fr	homophone	en_fr_homophones_iterative.csv
fen	tiennes	en	fr	homophone	en_fr_homophones_iterative.csv
pez	tinsses	en	fr	homophone	en_fr_homophones_iterative.csv
knot	nonces	en	fr	homophone	en_fr_homophones_iterative.csv
topp	tocs	en	fr	homophone	en_fr_homophones_iterative.csv
pott	tètent	en	fr	homophone	en_fr_homophones_iterative.csv
sue	fous	en	fr	homophone	en_fr_homophones_iterative.csv
taube	seine	en	fr	homophone	en_fr_homophones_iterative.csv
xu	voues	en	fr	homophone	en_fr_homophones_iterative.csv
beef	bise	en	fr	homophone	en_fr_homophones_iterative.csv
paek	type	en	fr	homophone	en_fr_homophones_iterative.csv
bet	pintent	en	fr	homophone	en_fr_homophones_iterative.csv
knauss	mondent	en	fr	homophone	en_fr_homophones_iterative.csv
boch	tètent	en	fr	homophone	en_fr_homophones_iterative.csv
net	bang	en	fr	homophone	en_fr_homophones_iterative.csv
benne	pommes	en	fr	homophone	en_fr_homophones_iterative.csv
knous	bof	en	fr	homophone	en_fr_homophones_iterative.csv
bec	tètent	en	fr	homophone	en_fr_homophones_iterative.csv
sea	vie	en	fr	homophone	en_fr_homophones_iterative.csv
en	tchèque	en	fr	homophone	en_fr_homophones_iterative.csv
fett	sec	en	fr	homophone	en_fr_homophones_iterative.csv
net	pincent	en	fr	homophone	en_fr_homophones_iterative.csv
web	ventes	en	fr	homophone	en_fr_homophones_iterative.csv
pesce	poncent	en	fr	homophone	en_fr_homophones_iterative.csv
knott	mondent	en	fr	homophone	en_fr_homophones_iterative.csv
sepp	ventes	en	fr	homophone	en_fr_homophones_iterative.csv
summy	demi	en	fr	homophone	en_fr_homophones_iterative.csv
webb	vîntes	en	fr	homophone	en_fr_homophones_iterative.csv
baus	tète	en	fr	homophone	en_fr_homophones_iterative.csv
vien	cites	en	fr	homophone	en_fr_homophones_iterative.csv
tek	notent	en	fr	homophone	en_fr_homophones_iterative.csv
fauss	dinde	en	fr	homophone	en_fr_homophones_iterative.csv
debt	tendent	en	fr	homophone	en_fr_homophones_iterative.csv
wed	denses	en	fr	homophone	en_fr_homophones_iterative.csv
teak	nippe	en	fr	homophone	en_fr_homophones_iterative.csv
sought	socs	en	fr	homophone	en_fr_homophones_iterative.csv
copp	note	en	fr	homophone	en_fr_homophones_iterative.csv
vought	zen	en	fr	homophone	en_fr_homophones_iterative.csv
tot	quêtes	en	fr	homophone	en_fr_homophones_iterative.csv
tek	ceintes	en	fr	homophone	en_fr_homophones_iterative.csv
dead	cèdent	en	fr	homophone	en_fr_homophones_iterative.csv
vees	dissent	en	fr	homophone	en_fr_homophones_iterative.csv
met	moque	en	fr	homophone	en_fr_homophones_iterative.csv
fenn	tentes	en	fr	homophone	en_fr_homophones_iterative.csv
peake	pipent	en	fr	homophone	en_fr_homophones_iterative.csv
kah	nom	en	fr	homophone	en_fr_homophones_iterative.csv
khoo	putsch	en	fr	homophone	en_fr_homophones_iterative.csv
et	entes	en	fr	homophone	en_fr_homophones_iterative.csv
mach	mènes	en	fr	homophone	en_fr_homophones_iterative.csv
tod	cèdes	en	fr	homophone	en_fr_homophones_iterative.csv
wehde	fendent	en	fr	homophone	en_fr_homophones_iterative.csv
beck	teintes	en	fr	homophone	en_fr_homophones_iterative.csv
daun	fonte	en	fr	homophone	en_fr_homophones_iterative.csv
deese	tweeds	en	fr	homophone	en_fr_homophones_iterative.csv
coss	notent	en	fr	homophone	en_fr_homophones_iterative.csv
tweed	biffe	en	fr	homophone	en_fr_homophones_iterative.csv
bach	pompe	en	fr	homophone	en_fr_homophones_iterative.csv
booze	coudent	en	fr	homophone	en_fr_homophones_iterative.csv
naught	tanks	en	fr	homophone	en_fr_homophones_iterative.csv
motte	mec	en	fr	homophone	en_fr_homophones_iterative.csv
net	motte	en	fr	homophone	en_fr_homophones_iterative.csv
